cod_cust_id,dt_fpy,atr_cust_age,dsc_edu_deg,amt_gms,atr_gla,flg_children,amt_cmv,rt_cr,amt_plob_motor,amt_plob_household,amt_plob_health,amt_plob_life,amt_plob_wcomp,Set,amt_premium_total,outlier_candidate,atr_edu_deg,atr_fpy_to_date,rt_plob_life,rt_plob_household,rt_plob_motor,rt_plob_health,rt_plob_wcomp,amt_gys,amt_claims_total,rt_premiums_year,rt_claims_year,atr_credit_score_proxy
2393,1990,58,3 - BSc/MSc,6828.0,1,1,108.8,0.799937200017943,395.74,93.35,139.25,14.78,25.67,train,668.79,,3.0,9,0.02209961273344398,0.13958043631035152,0.5917253547451368,0.20821184527280612,0.03838275093826164,81936.0,534.9900000000001,0.008162346221441125,0.0065293643819566505,0
2394,1989,49,3 - BSc/MSc,5647.0,3,1,407.86,0.389684732953584,401.41,137.8,116.8,42.34,10.89,train,709.24,,3.0,10,0.05969770458518978,0.19429248209350855,0.5659720263944504,0.16468332299362698,0.015354463933224297,67764.0,276.37999999999994,0.010466324301989257,0.004078566790626291,0
2395,1976,70,3 - BSc/MSc,8833.0,3,0,336.63,0.42660303164838,274.83,48.35,269.05,14.78,23.67,test,630.68,,3.0,23,0.023435022515380224,0.07666328407433247,0.435767742753853,0.4266030316483796,0.0375309190080548,105996.0,269.05000000000024,0.005950035850409449,0.0025383033322012175,0
2396,1979,19,1 - Basic,1530.0,3,0,-44.3399999999999,1.01747253541486,54.12,642.35,183.59,76.68,150.14,train,1106.88,,1.0,20,0.06927580225498699,0.5803248771321191,0.048894189071986116,0.16586260479907486,0.1356425267418329,18360.0,1126.2200000000003,0.060287581699346414,0.0613409586056645,-1
2397,1984,32,3 - BSc/MSc,2622.0,4,1,380.52,0.378989280245023,393.63,55.0,174.59,11.89,17.89,train,653.0,,3.0,15,0.018208269525267995,0.08422664624808576,0.602802450229709,0.2673660030627871,0.02739663093415008,31464.0,247.48000000000002,0.020753877447241293,0.007865497076023393,0
2398,1979,24,3 - BSc/MSc,2415.0,1,1,459.76,0.22079341606121,431.08,48.9,123.69,13.67,4.78,train,622.1199999999999,,3.0,20,0.021973252748665857,0.0786021989326818,0.6929209798752654,0.19882016331254423,0.007683405130842926,28980.0,137.35999999999993,0.021467218771566595,0.00473982056590752,0
2399,1988,73,2 - High School,7671.0,3,0,-26.78,1.00264691886748,179.48,160.6,296.39,34.23,1.78,train,672.4799999999999,,2.0,11,0.050901142041399006,0.23881751130145137,0.26689269569355223,0.4407417320961219,0.002646918867475613,92052.0,674.2600000000028,0.0073054360578803275,0.007324772954417099,0
2400,1990,24,2 - High School,2798.0,3,1,280.5,0.593706777316736,150.03,221.15,233.71,65.68,81.35,train,751.9200000000001,,2.0,9,0.08734971805511224,0.29411373550377695,0.1995292052345994,0.31081764017448665,0.10818970103202466,33576.0,446.4200000000002,0.022394567548248753,0.013295806528472724,0
2401,1986,79,4 - PhD,8618.0,4,0,29.11,0.915320813771518,373.85,65.0,177.59,11.67,10.89,train,639.0,,4.0,13,0.018262910798122065,0.10172143974960876,0.5850547730829422,0.2779186228482003,0.01704225352112676,103416.0,584.89,0.00617892782548155,0.005655701245455249,0
2402,1995,34,4 - PhD,4139.0,2,1,459.66,0.272675430698121,345.4,116.7,181.7,0.89,21.67,train,666.36,,4.0,4,0.0013356143826160033,0.1751305600576265,0.5183384356804129,0.2726754306981211,0.032519959181223364,49668.0,181.6999999999999,0.013416284126600628,0.00365829105258919,0
2403,1978,62,3 - BSc/MSc,5615.0,1,1,305.18,0.592395531140053,265.16,283.95,210.93,1.89,48.12,train,810.0500000000001,,3.0,21,0.0023331893093018947,0.35053391765940367,0.3273378186531696,0.26039133386827973,0.059403740509845065,67380.0,479.87,0.012022113386761651,0.00712184624517661,0
2404,1977,37,4 - PhD,4197.0,1,1,329.4,0.410316139767055,383.74,35.0,92.24,30.34,59.68,train,601.0,,4.0,22,0.050482529118136436,0.05823627287853577,0.6385024958402662,0.15347753743760398,0.09930116472545757,50364.0,246.60000000000005,0.01193312683662934,0.004896354538956398,0
2405,1990,27,2 - High School,2898.0,4,1,-121.91,1.14435093468385,163.81,132.8,277.83,73.57,23.34,train,671.35,,2.0,9,0.10958516422134504,0.19781038206598645,0.24400089372160572,0.4138377895285618,0.03476577046250093,34776.0,768.2600000000027,0.019304980446284793,0.02209167241775945,0
2406,1989,33,3 - BSc/MSc,3370.0,4,1,-25.0,1.0,367.29,137.25,158.03,31.45,15.78,train,709.8,,3.0,10,0.04430825584671739,0.19336432797971262,0.5174556213017752,0.22264018033248803,0.022231614539306846,40440.0,709.8,0.017551928783382787,0.017551928783382787,0
2407,1976,57,2 - High School,4899.0,3,1,-36.9999999999999,1.01420605888411,161.03,309.5,201.15,91.35,81.68,train,844.71,,2.0,23,0.10814362325531839,0.3663979353861088,0.19063347184240745,0.23812906204496218,0.09669590747120314,58788.0,856.7099999999966,0.014368748724229436,0.014572872014696819,0
2408,1984,31,3 - BSc/MSc,3657.0,4,1,41.6899999999999,0.894795791200644,255.16,82.25,246.49,34.45,15.56,train,633.91,,3.0,15,0.054345254058147066,0.12975028000820307,0.40251770756101024,0.388840687163793,0.024546071208846682,43884.0,567.2200000000003,0.014445128064898368,0.012925439795825364,0
2409,1980,49,3 - BSc/MSc,4681.0,1,1,450.1,0.112145166414382,520.1,-45.0,56.01,-4.0,8.0,test,535.11,,3.0,19,-0.007475098577862495,-0.08409485900095308,0.971949692586571,0.10467006783651958,0.01495019715572499,56172.0,60.009999999999955,0.009526276436658834,0.001068325856298511,0
2410,1989,70,4 - PhD,8640.0,1,0,432.98,0.325418685834647,304.39,107.25,220.93,2.0,44.34,train,678.91,,4.0,10,0.0029458985727121418,0.1579738109616886,0.4483510332739244,0.3254186858346467,0.06531057135702818,103680.0,220.93000000000018,0.006548128858024691,0.002130883487654323,0
2411,1991,38,3 - BSc/MSc,4454.0,2,1,437.2,0.280824049293583,394.74,68.35,172.7,3.0,3.89,train,642.68,,3.0,8,0.004667952947034294,0.106351527976598,0.6142092487707724,0.2687184913176075,0.006052778987987802,53448.0,180.4799999999999,0.012024397545277652,0.00337674000898069,0
2412,1975,68,2 - High School,6925.0,1,1,397.87,0.289974310324563,398.63,28.35,129.58,43.12,-4.11,train,595.57,,2.0,24,0.07240122907466795,0.04760145742733851,0.669325184277247,0.21757308124989505,-0.0069009520291485466,83100.0,172.7,0.007166907340553551,0.0020782190132370634,0
2413,1990,74,3 - BSc/MSc,8467.0,4,0,-51.4499999999999,1.04381460376358,236.71,28.35,277.83,34.34,26.45,train,603.6800000000001,,3.0,9,0.05688444208852372,0.04696196660482375,0.39211171481579643,0.46022727272727265,0.04381460376358335,101604.0,630.1299999999981,0.005941498366206056,0.006201822762883332,0
2414,1993,40,3 - BSc/MSc,5340.0,4,1,-25.0,1.0,374.07,104.45,172.81,10.67,11.67,train,673.67,,3.0,6,0.01583861534579245,0.15504623925660932,0.5552718690159871,0.2565202547241231,0.01732302165748809,64080.0,673.67,0.010512952559300874,0.010512952559300874,0
2415,1980,43,3 - BSc/MSc,5153.0,1,1,435.09,0.282734429807467,461.2,59.45,113.02,-1.11,8.89,train,641.4499999999999,,3.0,19,-0.0017304544391612755,0.09268064541273678,0.7189960246316939,0.1761945592018084,0.013859225192922289,61836.0,181.35999999999967,0.010373407076783749,0.002932919335015196,0
2416,1989,76,4 - PhD,8985.0,1,0,390.3,0.366930382158809,425.19,68.9,134.47,18.67,8.78,test,656.01,,4.0,10,0.02845993201323151,0.10502888675477509,0.6481456075364704,0.20498163137757047,0.01338394231795247,107820.0,240.7100000000003,0.0060843071786310515,0.002232517158226677,0
2417,1998,54,2 - High School,6032.0,3,1,-47.3199999999999,1.03851197460142,496.65,-0.55,74.68,11.89,-3.11,train,579.56,,2.0,1,0.02051556353095452,-0.0009489957899095867,0.8569431982883567,0.12885637380081444,-0.005366139830216026,72384.0,601.8799999999989,0.008006741821396993,0.008315097259062761,0
2418,1976,50,3 - BSc/MSc,3546.0,3,1,28.9000000000001,0.915134147877566,463.42,58.9,90.35,27.45,-5.0,train,635.12,,3.0,23,0.04322017886383676,0.09273838014863332,0.7296573875802999,0.1422565814334299,-0.007872528026199773,42552.0,581.2199999999997,0.01492573792066178,0.01365905245346869,0
2419,1989,27,3 - BSc/MSc,4494.0,4,1,429.76,0.383735584676053,195.26,225.05,271.83,40.12,5.67,train,737.93,,3.0,10,0.054368300516309136,0.30497472660008407,0.26460504383884653,0.3683682734134674,0.007683655631292942,53928.0,283.1699999999998,0.013683615190624535,0.005250890075656427,0
2420,1989,63,3 - BSc/MSc,7135.0,4,0,-25.0,1.0,192.59,206.15,292.61,65.79,9.67,train,766.81,,3.0,10,0.08579700316897278,0.26884104276157067,0.25115739231361095,0.381593875927544,0.012610685828301667,85620.0,766.81,0.00895596823172156,0.00895596823172156,0
2421,1983,44,3 - BSc/MSc,4611.0,4,1,79.0100000000001,0.849722591458128,461.42,118.9,99.13,-1.11,13.78,train,692.12,,3.0,16,-0.0016037681326937527,0.1717910188984569,0.6666762989077039,0.14322660810264115,0.01990984222389181,55332.0,588.1099999999996,0.012508494180582665,0.010628750090363615,0
2422,1983,28,3 - BSc/MSc,2915.0,1,1,-25.6600000000001,1.00111947893344,394.74,-10.55,156.14,9.89,39.34,train,589.5600000000001,,3.0,16,0.016775222199606487,-0.017894701133048373,0.6695501730103806,0.2648415767691159,0.06672772915394531,34980.0,590.219999999999,0.016854202401372215,0.016873070325900488,0
2423,1986,21,1 - Basic,2810.0,4,1,481.2,0.502188130009343,56.79,506.2,71.79,363.29,18.78,test,1016.85,amt_plob_life,1.0,13,0.35727000049171465,0.4978118699906574,0.05584894527216403,0.0706003835373949,0.018468800708069038,33720.0,510.6500000000005,0.030155693950177937,0.015143831553973917,1
2424,1987,72,2 - High School,7291.0,4,0,185.05,0.676248458692972,174.92,92.25,164.81,99.02,117.8,train,648.8,,2.0,12,0.1526202219482121,0.14218557336621457,0.26960542540073984,0.25402281134401977,0.1815659679408138,87492.0,438.7500000000002,0.007415535134640881,0.005014744205184477,0
2425,1981,77,3 - BSc/MSc,8806.0,4,0,-19.5500000000001,0.991139940174275,363.4,33.9,189.37,15.67,12.78,train,615.1199999999999,,3.0,18,0.025474704122772796,0.055111197815060485,0.5907790349850436,0.3078586292105606,0.020776433866562624,105672.0,609.67,0.005821031115148761,0.005769456431221137,0
2426,1977,32,3 - BSc/MSc,2710.0,1,1,295.07,0.500857713180712,247.27,72.8,248.49,34.23,38.45,test,641.24,,3.0,22,0.05338094941051712,0.11353003555611003,0.3856122512631776,0.38751481504584867,0.059961948724346584,32520.0,321.1699999999998,0.019718327183271833,0.009876076260762602,0
2427,1987,62,3 - BSc/MSc,7451.0,1,1,3.55999999999995,0.960984139560935,428.08,133.9,141.47,0.89,27.67,train,732.01,,3.0,12,0.0012158303848308083,0.18292099834701714,0.5848007540880589,0.19326238712585894,0.037800030054234234,89412.0,703.45,0.008186932402809466,0.007867512190757393,0
2428,1975,22,1 - Basic,2175.0,4,0,59.35,0.902714984314449,64.9,320.05,169.92,165.81,146.36,test,867.04,,1.0,24,0.19123685181767855,0.3691294519284001,0.07485237128621518,0.19597711754936334,0.1688042074183429,26100.0,782.6899999999998,0.03321992337164751,0.029988122605363977,0
2429,1984,76,2 - High School,6794.0,1,0,-65.3399999999998,1.05565596501152,238.49,176.15,269.83,27.45,12.89,train,724.8100000000001,,2.0,15,0.03787199403981733,0.24302920765441977,0.32903795477435466,0.37227687255970526,0.01778397097170293,81528.0,765.1499999999999,0.008890319890099108,0.009385119222843684,0
2430,1978,26,2 - High School,1731.0,1,1,310.62,0.567895353478132,319.95,259.5,165.81,23.56,7.89,test,776.7099999999999,,2.0,21,0.030333071545364423,0.33410153081587723,0.4119298064914833,0.21347735963229522,0.010158231514979852,20772.0,441.08999999999986,0.037392162526477944,0.021234835355285954,0
2431,1989,56,3 - BSc/MSc,5257.0,4,1,43.79,0.899629391852457,284.83,111.7,183.7,36.34,68.79,train,685.3599999999999,,3.0,10,0.05302322866814522,0.16298003968717173,0.4155918057663126,0.26803431773082764,0.10037060814754292,63084.0,616.5699999999998,0.010864244499397628,0.009773793671929489,0
2432,1986,50,3 - BSc/MSc,5078.0,1,1,90.36,0.82982991842575,399.52,127.25,143.25,8.89,-1.0,test,677.91,,3.0,13,0.013113835169860307,0.18770928294316355,0.5893407679485477,0.2113112360047794,-0.0014751220663509906,60936.0,562.5500000000002,0.011124950768018905,0.009231816988315612,0
2433,1981,42,2 - High School,5501.0,1,1,-36.1,1.01943175253401,412.19,-11.1,137.58,12.78,19.78,test,571.23,,2.0,18,0.022372774539152353,-0.019431752534005566,0.7215832501794374,0.24084869492148522,0.03462703289393064,66012.0,582.3300000000025,0.008653426649700055,0.008821577894928233,0
2434,1988,56,2 - High School,7194.0,1,1,127.03,0.817840881859573,290.61,294.5,110.91,62.9,75.68,train,834.5999999999999,,2.0,11,0.07536544452432303,0.35286364725617064,0.3482027318475917,0.13289000718907262,0.09067816918284209,86328.0,682.5699999999996,0.009667778704475952,0.007906704661291812,0
2435,1983,52,3 - BSc/MSc,4694.0,4,1,488.43,0.128479766431287,508.54,3.9,71.79,5.0,-0.11,test,589.12,,3.0,16,0.008487235198261814,0.006620043454644215,0.8632197175448126,0.12185972297664315,-0.0001867191743617599,56328.0,75.6899999999998,0.01045874165601477,0.0013437366851299496,0
2436,1994,68,2 - High School,7639.0,3,0,397.64,0.387300666859959,96.35,112.25,267.16,78.46,135.58,train,689.8000000000001,,2.0,5,0.11374311394607131,0.1627283270513192,0.13967816758480717,0.3873006668599594,0.19654972455784286,91668.0,267.15999999999974,0.007524981454815204,0.0029144303355587526,0
2437,1992,38,3 - BSc/MSc,4882.0,1,1,40.68,0.900133803673519,374.85,83.35,163.03,18.78,17.67,train,657.68,,3.0,7,0.02855492032599441,0.12673336577058752,0.5699580343023963,0.24788651015691524,0.02686716944410656,58584.0,592.0,0.011226273385224634,0.010105148163321044,0
2438,1977,66,3 - BSc/MSc,6586.0,1,0,342.63,0.548082951234803,116.69,274.5,325.84,36.45,60.01,train,813.49,,3.0,22,0.0448069429249284,0.33743500227415213,0.1434436809303126,0.4005457965064106,0.07376857736419624,79032.0,445.8599999999999,0.010293172385869015,0.005641512298815668,0
2439,1989,22,2 - High School,2473.0,4,1,505.43,0.382696940426176,62.01,333.95,271.05,57.79,134.47,train,859.27,,2.0,10,0.06725476276374132,0.3886438488484411,0.0721659082709742,0.31544217766243443,0.15649330245440898,29676.0,328.84000000000026,0.02895504785011457,0.011081008222132371,0
2440,1992,59,2 - High School,6759.0,4,0,-20.8900000000001,0.993966883917562,221.71,122.8,218.04,56.01,62.68,train,681.2399999999999,,2.0,7,0.08221772062709179,0.18025952674534673,0.3254506488168634,0.3200634137748811,0.09200869003581705,81108.0,677.1299999999999,0.008399171475070275,0.008348498298564875,0
2441,1975,34,2 - High School,3130.0,2,1,55.11,0.881513363210129,437.86,75.0,146.36,5.89,11.0,train,676.11,,2.0,24,0.008711600183402108,0.1109286950348316,0.6476165121060182,0.21647365073730607,0.01626954193844197,37560.0,596.0000000000003,0.018000798722044728,0.015867944621938242,0
2442,1986,36,3 - BSc/MSc,3684.0,1,1,232.4,0.542448805460751,298.5,-20.55,209.93,41.34,33.34,train,562.5600000000001,,3.0,13,0.07348549488054608,-0.03652943686006826,0.5306100682593856,0.37316908418657563,0.05926478953356087,44208.0,305.16000000000014,0.012725298588490773,0.006902823018458201,0
2443,1986,65,3 - BSc/MSc,5668.0,3,0,492.54,0.22486820033549,404.52,88.35,150.14,10.78,13.89,test,667.68,,3.0,13,0.016145458902468247,0.132323867721064,0.6058590941768512,0.22486820033549004,0.02080337886412653,68016.0,150.13999999999993,0.00981651376146789,0.0022074217831098554,0
2444,1996,16,1 - Basic,1777.0,1,1,397.85,0.554087400345889,69.57,422.85,232.71,76.68,146.47,test,948.28,,1.0,3,0.08086219260134138,0.4459125996541106,0.07336440713713249,0.2454022018813009,0.15445859872611464,21324.0,525.4299999999996,0.044470080660288874,0.024640311386231458,0
2445,1979,30,1 - Basic,2691.0,2,1,498.98,0.358245149911817,118.8,285.6,258.16,34.34,119.58,train,816.4800000000001,,1.0,20,0.04205859298451891,0.34979423868312753,0.14550264550264547,0.31618655692729764,0.1464579659024103,32292.0,292.5000000000004,0.025284280936454854,0.009057971014492766,0
2446,1991,52,3 - BSc/MSc,5700.0,3,1,507.99,0.131315600756242,493.65,39.45,80.57,-7.0,6.89,train,613.5600000000001,,3.0,8,-0.011408827172566659,0.06429689027967925,0.804566790533933,0.13131560075624224,0.011229545602712039,68400.0,80.56999999999984,0.008970175438596493,0.0011779239766081847,0
2447,1976,59,4 - PhD,5988.0,2,1,-40.6700000000001,1.02685748564573,384.74,9.45,154.03,15.67,19.56,train,583.4499999999999,,4.0,23,0.026857485645728,0.016196760647870425,0.659422401234039,0.2639986288456595,0.03352472362670323,71856.0,599.1200000000011,0.008119711645513247,0.008337786684480087,0
2448,1995,42,3 - BSc/MSc,4802.0,1,1,123.26,0.778798955613577,410.19,121.7,111.8,1.89,24.67,train,670.2499999999999,,3.0,4,0.002819843342036554,0.18157403953748605,0.6119955240581874,0.1668034315553898,0.03680716150690042,57624.0,521.9899999999999,0.011631438289601554,0.00905855199222546,0
2449,1991,62,3 - BSc/MSc,7113.0,3,0,514.78,0.153684540608341,417.3,87.25,98.02,47.23,-12.0,train,637.8,,3.0,8,0.07405142677955472,0.13679836939479462,0.6542803386641581,0.1536845406083412,-0.018814675446848544,85356.0,98.01999999999988,0.007472233937860256,0.0011483668400581082,0
2450,1985,77,,8930.0,4,0,457.75,0.356161643104828,338.73,187.25,175.81,43.23,4.78,train,749.8,,2.6,14,0.05765537476660443,0.2497332622032542,0.45176046945852233,0.2344758602293945,0.006375033342224594,107160.0,267.05,0.006997013811123553,0.0024920679357969392,0
2451,1975,65,3 - BSc/MSc,7335.0,4,0,153.81,0.770500429966758,178.81,187.8,290.72,60.9,60.9,train,779.13,,3.0,24,0.07816410611836279,0.24103808093642912,0.2294995700332422,0.37313413679360313,0.07816410611836279,88020.0,600.3200000000002,0.008851738241308794,0.00682026812088162,0
2452,1989,41,1 - Basic,3799.0,3,1,606.24,0.265863416449572,263.94,367.3,169.7,17.56,41.34,test,859.84,,1.0,10,0.02042240416821734,0.42717249720878303,0.30696408634164496,0.19736229996278376,0.0480787123185709,45588.0,228.6,0.018861103799245417,0.005014477494077389,0
2453,1979,33,2 - High School,4124.0,1,1,276.39,0.626090192916072,132.47,278.95,178.7,168.92,47.01,train,806.05,,2.0,20,0.2095651634513988,0.34607034303082934,0.164344643632529,0.22169840580609143,0.05832144407915142,49488.0,504.65999999999985,0.016287786938247655,0.010197623666343353,0
2454,1976,19,1 - Basic,1558.0,4,1,-94.5699999999999,1.07635322007112,44.12,393.95,219.04,140.36,113.69,train,911.16,,1.0,23,0.15404539268624612,0.4323609464857983,0.0484217920014048,0.24039685675402783,0.12477501207252294,18696.0,980.7300000000017,0.04873555840821566,0.05245667522464707,0
2455,1992,32,3 - BSc/MSc,3564.0,4,1,166.92,0.702758375021296,222.93,59.45,200.15,72.68,90.46,train,645.6700000000001,,3.0,7,0.11256524230644137,0.09207489894218408,0.34526925519228086,0.3099880744033329,0.14010252915576066,42768.0,453.7500000000002,0.015097035166479613,0.010609567901234573,0
2456,1984,26,3 - BSc/MSc,1646.0,1,1,-14.22,0.984334127768413,318.17,98.9,260.27,1.0,9.78,train,688.12,,3.0,15,0.0014532349008893797,0.14372493169795966,0.46237574841597395,0.37823344765447886,0.014212637330698132,19752.0,677.3400000000004,0.034837991089509926,0.0342922235722965,0
2457,1975,30,3 - BSc/MSc,2410.0,1,1,23.23,0.934601616315019,338.62,195.6,155.03,46.23,2.0,train,737.48,,3.0,24,0.0626864457341216,0.26522753159407714,0.45915821446005317,0.21021587026088842,0.002711937950859684,28920.0,689.2500000000002,0.025500691562932228,0.02383298755186723,0
2458,1991,23,2 - High School,3123.0,1,1,-21.22,0.994149784099175,195.26,77.8,282.83,47.01,43.23,train,646.13,,2.0,8,0.07275625648089394,0.12040920557782489,0.3021992478293842,0.43772924953182796,0.06690604058006902,37476.0,642.3499999999999,0.01724116768064895,0.017140303127334826,0
2459,1992,21,3 - BSc/MSc,3828.0,2,1,442.19,0.392841826192054,198.882,516.2,169.81,49.01,34.45,train,970.024,,3.0,7,0.050524523104582976,0.5321517818115841,0.2050279168350474,0.175057524349913,0.03551458520613923,45936.0,381.06599961012097,0.021116858237547893,0.008295585153477033,0
2460,1990,25,3 - BSc/MSc,1814.0,1,1,125.03,0.872362689716191,140.25,751.8,133.36,102.13,47.9,train,1175.44,,3.0,9,0.08688661267270127,0.6395902810862315,0.11931702171101885,0.113455386918941,0.04075069761110733,21768.0,1025.4099999999996,0.05399852995222345,0.047106302829841955,-1
2461,1979,51,2 - High School,5668.0,1,1,-89.9999999999999,1.12081784386617,480.98,-65.0,97.24,12.89,11.89,test,538.0,,2.0,20,0.02395910780669145,-0.120817843866171,0.8940148698884759,0.1807434944237918,0.022100371747211897,68016.0,602.9999999999994,0.007909903552105387,0.008865561044460119,0
2462,1985,35,2 - High School,3006.0,4,1,-25.0,1.0,254.27,256.15,215.04,60.79,26.67,test,812.92,,2.0,14,0.0747798061309846,0.31509865669438564,0.31278600600305073,0.26452787482163065,0.03280765634994834,36072.0,812.92,0.02253603903304502,0.02253603903304502,0
2463,1976,40,2 - High School,3567.0,4,1,162.6,0.752845699831366,262.27,215.05,247.38,6.89,27.45,train,759.04,,2.0,23,0.009077255480607083,0.28331840219224286,0.3455285623946037,0.3259116779089376,0.03616410202360877,42804.0,571.4399999999999,0.017732922156807773,0.013350154191197084,0
2464,1987,37,3 - BSc/MSc,3412.0,1,1,342.72,0.488019158208373,252.38,133.9,270.05,18.56,43.34,train,718.2300000000001,,3.0,12,0.025841304317558437,0.18643053060997172,0.3513916154992133,0.37599376244378535,0.060342787129471054,40944.0,350.5099999999998,0.01754176436107855,0.008560717076983191,0
2465,1975,29,4 - PhD,877.0,4,1,99.3499999999999,0.826411670272911,286.72,152.8,228.82,9.78,38.23,train,716.3500000000001,,4.0,24,0.01365254414741397,0.21330355273260276,0.40025127381866404,0.31942486214839105,0.05336776715292802,10524.0,591.9999999999999,0.0680682250095021,0.056252375522614965,0
2466,1979,49,2 - High School,5862.0,4,1,186.71,0.742633114514953,316.28,284.5,161.03,64.79,-4.0,train,822.5999999999999,,2.0,20,0.07876246049112572,0.3458546073425724,0.38448820812059326,0.19575735472890837,-0.004862630683199611,70344.0,610.8900000000002,0.011693961105424769,0.008684322756738317,0
2467,1996,46,3 - BSc/MSc,4473.0,2,1,-82.7900000000001,1.08360337943406,322.06,127.8,183.59,19.67,38.12,train,691.24,,3.0,3,0.028456107864128236,0.18488513396215497,0.465916324286789,0.26559516231699554,0.055147271569932294,53676.0,749.0299999999996,0.012878008793501752,0.01395465384902004,0
2468,1997,64,1 - Basic,6401.0,3,0,18.45,0.95356516906767,102.02,423.4,204.15,124.8,81.35,train,935.72,,1.0,2,0.1333732313085111,0.4524857863463429,0.10902834181165305,0.21817424015731202,0.0869384003761809,76812.0,892.2700000000002,0.012181950736864032,0.011616283913971778,0
2469,1977,59,1 - Basic,6378.0,1,1,166.7,0.745201765112446,250.49,191.7,165.03,124.69,20.45,train,752.36,,1.0,22,0.16573183050667234,0.2547982348875538,0.3329390185549471,0.2193497793609442,0.0271811366898825,76536.0,560.6599999999999,0.00983014529110484,0.007325441622243125,0
2470,1993,62,2 - High School,7824.0,1,0,26.9,0.934092727341994,393.52,251.7,90.35,5.89,46.01,train,787.4699999999999,,2.0,6,0.0074796500184134,0.31963122404663036,0.49972697372598324,0.11473452956938042,0.05842762263959262,93888.0,735.5699999999999,0.008387333844580775,0.007834547546012269,0
2471,1977,72,3 - BSc/MSc,7552.0,2,0,351.96,0.405135002919409,363.18,72.25,176.7,13.78,7.78,train,633.69,,3.0,22,0.021745648503211347,0.11401473906799854,0.5731193485773801,0.2788429673815272,0.012277296469882749,90624.0,256.7300000000003,0.006992518538135594,0.0028329140183615854,0
2472,1980,36,3 - BSc/MSc,3593.0,4,1,286.28,0.53717140478173,303.28,94.45,204.15,31.34,39.34,test,672.5600000000001,,3.0,19,0.04659807303437611,0.1404335672653741,0.45093374568811695,0.3035416914476032,0.05849292256452956,43116.0,361.28000000000037,0.015598849614992116,0.008379255960664264,0
2473,1979,40,2 - High School,5138.0,1,1,154.13,0.761376352107422,346.62,158.35,218.93,3.0,23.78,test,750.6800000000001,,2.0,20,0.00399637661853253,0.21094207918154204,0.46174135450524856,0.29164224436510894,0.03167794532956786,61656.0,571.5499999999996,0.01217529518619437,0.009269981834695724,0
2474,1988,43,3 - BSc/MSc,3859.0,4,1,-20.22,0.991864660630404,386.63,19.45,163.92,12.78,4.78,test,587.56,,3.0,11,0.021750970113690517,0.033103002246579076,0.6580264143236436,0.27898427394649056,0.008135339369596298,46308.0,582.7800000000001,0.012688088451239525,0.01258486654573724,0
2475,1984,44,4 - PhD,3519.0,1,0,-145.1,1.23249961282329,550.55,-45.55,18.56,2.0,-9.0,train,516.56,,4.0,15,0.003871767074492799,-0.08817949512157348,1.065800681431005,0.035929998451293174,-0.017422951835217595,42228.0,636.6599999999986,0.012232641849010134,0.015076726342710964,0
2476,1991,38,1 - Basic,4025.0,1,1,593.33,0.177654240534106,367.96,202.25,133.58,7.89,40.23,test,751.91,,1.0,8,0.010493277120932027,0.26898166003910046,0.48936707850673616,0.1776542405341065,0.05350374379912489,48300.0,133.57999999999964,0.015567494824016563,0.0027656314699792887,0
2477,1982,38,2 - High School,2810.0,4,1,-43.78,1.02143737728871,259.05,335.05,217.82,22.67,41.45,train,876.04,,2.0,17,0.025877813798456696,0.3824597050362997,0.2957056755399297,0.24864161453814895,0.047315191087164976,33720.0,894.8200000000014,0.025979833926453144,0.026536773428232546,0
2478,1976,27,3 - BSc/MSc,2647.0,1,1,297.73,0.634755545495699,326.95,344.5,154.25,60.01,-2.11,test,883.6,,3.0,23,0.06791534631054776,0.3898822996831145,0.3700203712086917,0.17456994114984156,-0.0023879583521955634,31764.0,560.8699999999997,0.027817655207152753,0.017657410905427516,0
2479,1994,68,3 - BSc/MSc,7141.0,3,0,-21.0,0.993657739935626,138.47,72.25,247.49,88.24,84.24,train,630.69,,3.0,5,0.13991025702008908,0.11455707241275427,0.21955318777846483,0.3924114858329766,0.13356799695571514,85692.0,626.69,0.007359963590533539,0.007313284787378052,0
2480,1978,20,2 - High School,3119.0,1,1,53.5700000000001,0.913155451410381,121.69,383.4,233.71,78.57,87.35,test,904.72,,2.0,21,0.08684454858961888,0.4237775223273499,0.13450570342205323,0.2583230170660536,0.09654920859492439,37428.0,826.15,0.02417227743935022,0.02207304691674682,0
2481,1984,53,2 - High School,6451.0,4,1,521.44,0.120390193648085,504.43,48.9,61.01,6.5120000000000005,6.89,train,616.2479999999999,,2.0,15,0.010567174254520908,0.0793511703080578,0.8185503238955746,0.09900234970336619,0.011180563669172153,77412.0,74.19021605524507,0.007960626259494652,0.0009583813369405915,0
2482,1994,50,4 - PhD,4634.0,1,1,-35.11,1.01682196339434,560.44,20.0,12.67,-1.11,9.0,test,601.0,,4.0,5,-0.0018469217970049918,0.033277870216306155,0.9325124792013312,0.02108153078202995,0.014975041597337771,55608.0,611.1099999999984,0.010807797439217379,0.010989605812113336,0
2483,1994,69,3 - BSc/MSc,7392.0,1,0,263.07,0.484779653741594,237.71,-16.1,266.94,74.68,-4.11,test,559.12,,3.0,5,0.13356703391043068,-0.028795249678065533,0.42515023608527686,0.47742881671197596,-0.007350837029617972,88704.0,271.05,0.006303210678210679,0.0030556682900432903,0
